case_id,spider_question_id,database_id,split,model_source,difficulty_tier,num_checkpoints,num_checkable_checkpoints,num_unverifiable_checkpoints,endpoint_correct,checkpoint_degraded_flag,deep_nesting_flag,boundary_flag,include_onset_eval,include_pattern_eval,exclusion_reason,created_at,input_hash_or_manifest
dtest_case_0343,spider_q6934,academic,dtest,gemini-pro,medium,3,2,1,False,True,False,True,True,True,,2025-01-15 08:30:00,6e2dfeb3c8947df9
dtest_case_0344,spider_q4109,hr,dtest,mistral,medium,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,897f715adcd62c8b
dtest_case_0345,spider_q5082,restaurant,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,a7dbed4d2391d8e4
dtest_case_0346,spider_q4240,world,dtest,gemini-pro,hard,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,0c518f811dbafcf5
dtest_case_0347,spider_q7028,academic,dtest,mistral,hard,3,1,2,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,6d456ca6977ada24
dtest_case_0348,spider_q2849,restaurant,dtest,mistral,hard,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,ff2dfb4498377c81
dtest_case_0349,spider_q9497,restaurant,dtest,gpt-4,hard,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,d7f7db79813fbd07
dtest_case_0350,spider_q3749,hr,dtest,gemini-pro,easy,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,a6c96dd0e24a6487
dtest_case_0351,spider_q7680,geo,dtest,codellama,complex,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,4a0a8872998781c8
dtest_case_0352,spider_q1205,restaurant,dtest,gemini-pro,hard,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,7159d1c5aa2dc0fd
dtest_case_0353,spider_q8352,hr,dtest,gemini-pro,medium,3,2,1,True,False,True,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,a1f29218b79c34f4
dtest_case_0354,spider_q5591,restaurant,dtest,mistral,complex,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,72df95d418193d9f
dtest_case_0355,spider_q4450,world,dtest,gemini-pro,hard,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,7942df3a086eacff
dtest_case_0356,spider_q8214,world,dtest,gemini-pro,hard,3,2,1,True,True,False,False,True,True,,2025-01-15 08:30:00,488c28bdbf53fb3a
dtest_case_0357,spider_q4811,scholar,dtest,codellama,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,4fca9b61ae55e7a9
dtest_case_0358,spider_q6141,academic,dtest,mistral,complex,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,bc6608d37bdcbb1f
dtest_case_0359,spider_q9501,imdb,dtest,gemini-pro,hard,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,eb42a125dcbf86cf
dtest_case_0360,spider_q3708,hr,dtest,claude-3,easy,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,b513ee163e28e665
dtest_case_0361,spider_q2991,yelp,dtest,gpt-4,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,695345666490e021
dtest_case_0362,spider_q9463,hr,dtest,codellama,complex,3,3,0,False,False,False,True,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,d04b8dcfbcd274e2
dtest_case_0363,spider_q4273,imdb,dtest,gemini-pro,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,08df49de6512f19e
dtest_case_0364,spider_q5538,academic,dtest,claude-3,medium,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,cf3adc5a13c2640b
dtest_case_0365,spider_q9712,yelp,dtest,gemini-pro,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,47fb34d35394580a
dtest_case_0366,spider_q4722,imdb,dtest,gemini-pro,medium,3,1,2,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,bb9d6a123696d3c8
dtest_case_0367,spider_q4551,scholar,dtest,mistral,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,6954e3df1d6b2aa0
dtest_case_0368,spider_q3832,yelp,dtest,mistral,complex,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,e71fd70434e6fd43
