case_id,split,database_id,endpoint_correct,endpoint_error_type,cpfc_onset,cpfc_pattern_label,n_checkpoints,deep_nesting_flag,boundary_flag,unverifiable_flag,difficulty_tier,model_source,manifest_hash,simple_step_onset,simple_step_pattern,descriptive_error_label,selection_status,selection_reason,eligible_pair_A,eligible_pair_B,eligible_pair_C
case_285,dtest,hospital,True,execution_error,t2,boundary_case,4,False,False,False,medium,cpfc_model,h000284,t0,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_286,dtest,concert_singer,False,none,t0,dependency_mediated_propagation,3,False,False,False,medium,cpfc_model,h000285,t2,local_verification_collapse,none_t0,candidate,eligible_but_not_selected,True,True,False
case_287,dtest,dog_kennels,False,syntax_error,t1,local_verification_collapse,3,False,False,False,hard,cpfc_model,h000286,t0,dependency_mediated_propagation,syntax_error_t1,selected,selected_for_pair_demonstration,True,True,False
case_288,dtest,employee_hire_evaluation,False,semantic_error,t1,local_verification_collapse,4,False,False,False,extra_hard,cpfc_model,h000287,t1,dependency_mediated_propagation,semantic_error_t1,candidate,eligible_but_not_selected,True,True,False
case_289,dtest,course_teach,True,other,t0,dependency_mediated_propagation,4,True,False,False,hard,cpfc_model,h000288,t0,dependency_mediated_propagation,none,selected,selected_for_pair_demonstration,False,True,True
case_290,dtest,dog_kennels,False,execution_error,t2,burst_associated_degradation,5,False,False,False,extra_hard,cpfc_model,h000289,t2,dependency_mediated_propagation,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_291,dtest,flight_2,False,semantic_error,t0,burst_associated_degradation,6,False,False,False,extra_hard,cpfc_model,h000290,t0,local_verification_collapse,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_292,dtest,dog_kennels,False,syntax_error,t0,dependency_mediated_propagation,4,False,False,False,hard,cpfc_model,h000291,t0,dependency_mediated_propagation,syntax_error_t0,candidate,eligible_but_not_selected,True,True,False
case_293,dtest,store_1,False,other,none,unverifiable_or_excluded,4,True,False,False,extra_hard,cpfc_model,h000292,none,unverifiable_or_excluded,other_none,selected,selected_for_pair_demonstration,False,False,True
case_294,dtest,store_1,False,syntax_error,t1,burst_associated_degradation,5,False,False,False,hard,cpfc_model,h000293,t2,burst_associated_degradation,syntax_error_t1,candidate,eligible_but_not_selected,True,True,False
case_295,dtest,car_1,False,none,t0,local_verification_collapse,4,False,False,False,easy,cpfc_model,h000294,t2,local_verification_collapse,none_t0,candidate,eligible_but_not_selected,True,True,False
case_296,dtest,soccer_1,False,none,t1,local_verification_collapse,3,False,False,True,hard,cpfc_model,h000295,t1,local_verification_collapse,none_t1,candidate,eligible_but_not_selected,True,True,False
case_297,dtest,customer_complaints,False,semantic_error,none,local_verification_collapse,6,False,False,False,easy,cpfc_model,h000296,none,local_verification_collapse,semantic_error_none,excluded,excluded_by_selection_rule,False,False,False
case_298,dtest,customer_complaints,False,none,t0,local_verification_collapse,3,False,False,True,hard,cpfc_model,h000297,t0,local_verification_collapse,none_t0,selected,selected_for_pair_demonstration,True,True,False
case_299,dtest,course_teach,False,syntax_error,t2,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000298,t2,dependency_mediated_propagation,syntax_error_t2,candidate,eligible_but_not_selected,True,True,False
case_300,dtest,flight_2,False,semantic_error,t0,local_verification_collapse,4,False,False,True,easy,cpfc_model,h000299,t1,burst_associated_degradation,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_301,dtest,world_1,True,none,t0,local_verification_collapse,4,False,False,True,medium,cpfc_model,h000300,t0,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_302,dtest,car_1,True,other,t1,local_verification_collapse,4,True,False,False,extra_hard,cpfc_model,h000301,t1,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,True
case_303,dtest,store_1,False,timeout,t1,unverifiable_or_excluded,5,False,False,False,hard,cpfc_model,h000302,t0,local_verification_collapse,timeout_t1,candidate,eligible_but_not_selected,True,True,False
case_304,dtest,course_teach,True,execution_error,t2,local_verification_collapse,3,True,False,False,medium,cpfc_model,h000303,t2,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,True
case_305,dtest,world_1,False,semantic_error,t2,dependency_mediated_propagation,3,False,False,False,hard,cpfc_model,h000304,t2,dependency_mediated_propagation,semantic_error_t2,candidate,eligible_but_not_selected,True,True,False
case_306,dtest,customer_complaints,True,syntax_error,uncertain,dependency_mediated_propagation,5,True,False,False,hard,cpfc_model,h000305,uncertain,dependency_mediated_propagation,none,selected,selected_for_pair_demonstration,False,False,True
case_307,dtest,soccer_1,True,syntax_error,t1,unverifiable_or_excluded,4,False,True,False,hard,cpfc_model,h000306,t1,unverifiable_or_excluded,none,candidate,eligible_but_not_selected,False,True,False
case_308,dtest,dog_kennels,False,semantic_error,t1,local_verification_collapse,3,False,False,False,extra_hard,cpfc_model,h000307,t1,burst_associated_degradation,semantic_error_t1,candidate,eligible_but_not_selected,True,True,False
case_309,dtest,store_1,False,semantic_error,none,dependency_mediated_propagation,6,False,False,False,hard,cpfc_model,h000308,none,dependency_mediated_propagation,semantic_error_none,excluded,excluded_by_selection_rule,False,False,False
case_310,dtest,course_teach,True,semantic_error,t0,unverifiable_or_excluded,4,False,False,False,medium,cpfc_model,h000309,t2,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,False
case_311,dtest,concert_singer,False,semantic_error,t1,unverifiable_or_excluded,5,False,False,False,extra_hard,cpfc_model,h000310,t1,burst_associated_degradation,semantic_error_t1,selected,selected_for_pair_demonstration,True,True,False
case_312,dtest,world_1,False,semantic_error,t0,boundary_case,5,True,False,False,extra_hard,cpfc_model,h000311,t0,dependency_mediated_propagation,semantic_error_t0,candidate,eligible_but_not_selected,True,True,True
case_313,dtest,dog_kennels,True,execution_error,t0,local_verification_collapse,5,False,True,False,easy,cpfc_model,h000312,t2,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_314,dtest,store_1,False,none,uncertain,local_verification_collapse,4,False,False,False,medium,cpfc_model,h000313,uncertain,burst_associated_degradation,none_uncertain,candidate,eligible_but_not_selected,True,False,False
case_315,dtest,customer_complaints,False,semantic_error,none,burst_associated_degradation,6,False,False,False,medium,cpfc_model,h000314,none,burst_associated_degradation,semantic_error_none,excluded,excluded_by_selection_rule,False,False,False
case_316,dtest,cre_Doc_Template_Mgt,True,other,t2,unverifiable_or_excluded,3,False,False,False,hard,cpfc_model,h000315,t2,unverifiable_or_excluded,none,candidate,eligible_but_not_selected,False,True,False
case_317,dtest,flight_2,False,other,t1,burst_associated_degradation,5,False,False,False,hard,cpfc_model,h000316,t2,burst_associated_degradation,other_t1,candidate,eligible_but_not_selected,True,True,False
case_318,dtest,world_1,True,semantic_error,t0,burst_associated_degradation,3,True,False,False,hard,cpfc_model,h000317,t2,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,True
case_319,dtest,customer_complaints,False,none,t0,local_verification_collapse,4,False,False,False,extra_hard,cpfc_model,h000318,t0,local_verification_collapse,none_t0,candidate,eligible_but_not_selected,True,True,False
case_320,dtest,store_1,False,execution_error,t0,boundary_case,4,False,False,False,hard,cpfc_model,h000319,t0,dependency_mediated_propagation,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_321,dtest,world_1,True,execution_error,t1,local_verification_collapse,6,False,False,False,easy,cpfc_model,h000320,t1,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,False
case_322,dtest,car_1,False,semantic_error,t2,dependency_mediated_propagation,6,True,False,False,medium,cpfc_model,h000321,t1,burst_associated_degradation,semantic_error_t2,candidate,eligible_but_not_selected,True,True,True
case_323,dtest,dog_kennels,False,execution_error,t2,dependency_mediated_propagation,3,False,False,False,medium,cpfc_model,h000322,t2,dependency_mediated_propagation,execution_error_t2,selected,selected_for_pair_demonstration,True,True,False
case_324,dtest,store_1,True,semantic_error,t0,dependency_mediated_propagation,3,False,False,False,medium,cpfc_model,h000323,t0,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_325,dtest,car_1,False,execution_error,uncertain,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000324,uncertain,dependency_mediated_propagation,execution_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_326,dtest,employee_hire_evaluation,False,timeout,t2,local_verification_collapse,4,False,False,False,extra_hard,cpfc_model,h000325,t0,local_verification_collapse,timeout_t2,selected,selected_for_pair_demonstration,True,True,False
case_327,dtest,course_teach,False,none,t2,burst_associated_degradation,3,False,False,False,medium,cpfc_model,h000326,t2,burst_associated_degradation,none_t2,selected,selected_for_pair_demonstration,True,True,False
case_328,dtest,cre_Doc_Template_Mgt,False,execution_error,t2,local_verification_collapse,5,True,False,True,hard,cpfc_model,h000327,t2,burst_associated_degradation,execution_error_t2,selected,selected_for_pair_demonstration,True,True,True
case_329,dtest,dog_kennels,True,none,t1,burst_associated_degradation,4,False,False,False,hard,cpfc_model,h000328,t2,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_330,dtest,world_1,False,syntax_error,t0,local_verification_collapse,6,False,False,False,medium,cpfc_model,h000329,t1,local_verification_collapse,syntax_error_t0,candidate,eligible_but_not_selected,True,True,False
case_331,dtest,flight_2,False,semantic_error,t1,dependency_mediated_propagation,3,False,True,False,easy,cpfc_model,h000330,t1,burst_associated_degradation,semantic_error_t1,candidate,eligible_but_not_selected,True,True,False
case_332,dtest,customer_complaints,False,none,none,dependency_mediated_propagation,4,False,False,False,medium,cpfc_model,h000331,none,dependency_mediated_propagation,none_none,excluded,excluded_by_selection_rule,False,False,False
case_333,dtest,concert_singer,False,semantic_error,t0,local_verification_collapse,4,False,False,False,easy,cpfc_model,h000332,t2,dependency_mediated_propagation,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_334,dtest,customer_complaints,False,syntax_error,t0,dependency_mediated_propagation,5,True,False,False,extra_hard,cpfc_model,h000333,t2,burst_associated_degradation,syntax_error_t0,selected,selected_for_pair_demonstration,True,True,True
case_335,dtest,world_1,False,semantic_error,t0,local_verification_collapse,4,True,False,False,easy,cpfc_model,h000334,t1,local_verification_collapse,semantic_error_t0,candidate,eligible_but_not_selected,True,True,True
case_336,dtest,cre_Doc_Template_Mgt,False,semantic_error,t0,local_verification_collapse,5,False,True,False,medium,cpfc_model,h000335,t0,local_verification_collapse,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_337,dtest,customer_complaints,False,other,none,unverifiable_or_excluded,3,False,False,False,hard,cpfc_model,h000336,none,unverifiable_or_excluded,other_none,excluded,excluded_by_selection_rule,False,False,False
case_338,dtest,course_teach,False,execution_error,t2,dependency_mediated_propagation,5,False,False,False,extra_hard,cpfc_model,h000337,t2,dependency_mediated_propagation,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_339,dtest,cre_Doc_Template_Mgt,False,other,t1,boundary_case,4,False,False,False,easy,cpfc_model,h000338,t0,boundary_case,other_t1,candidate,eligible_but_not_selected,True,True,False
case_340,dtest,store_1,False,execution_error,t0,local_verification_collapse,3,False,False,False,easy,cpfc_model,h000339,t0,local_verification_collapse,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_341,dtest,car_1,True,execution_error,t1,burst_associated_degradation,5,True,False,False,easy,cpfc_model,h000340,t1,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,True
case_342,dtest,concert_singer,True,semantic_error,t1,boundary_case,3,False,False,False,easy,cpfc_model,h000341,t1,burst_associated_degradation,none,selected,selected_for_pair_demonstration,False,True,False
case_343,dtest,hospital,False,timeout,t0,burst_associated_degradation,3,True,False,False,medium,cpfc_model,h000342,t2,burst_associated_degradation,timeout_t0,selected,selected_for_pair_demonstration,True,True,True
case_344,dtest,world_1,False,syntax_error,t1,dependency_mediated_propagation,6,False,False,False,hard,cpfc_model,h000343,t0,dependency_mediated_propagation,syntax_error_t1,candidate,eligible_but_not_selected,True,True,False
case_345,dtest,soccer_1,False,other,t1,dependency_mediated_propagation,4,False,False,False,medium,cpfc_model,h000344,t0,dependency_mediated_propagation,other_t1,selected,selected_for_pair_demonstration,True,True,False
case_346,dtest,hospital,False,none,t2,dependency_mediated_propagation,5,False,False,True,easy,cpfc_model,h000345,t0,local_verification_collapse,none_t2,selected,selected_for_pair_demonstration,True,True,False
case_347,dtest,customer_complaints,False,semantic_error,t2,unverifiable_or_excluded,4,False,True,False,extra_hard,cpfc_model,h000346,t2,local_verification_collapse,semantic_error_t2,candidate,eligible_but_not_selected,True,True,False
case_348,dtest,world_1,False,other,t0,boundary_case,5,False,True,False,medium,cpfc_model,h000347,t0,local_verification_collapse,other_t0,selected,selected_for_pair_demonstration,True,True,False
case_349,dtest,car_1,True,none,t1,unverifiable_or_excluded,3,False,False,False,medium,cpfc_model,h000348,t1,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_350,dtest,employee_hire_evaluation,False,none,t2,local_verification_collapse,4,False,False,True,medium,cpfc_model,h000349,t2,local_verification_collapse,none_t2,candidate,eligible_but_not_selected,True,True,False
case_351,dtest,car_1,False,syntax_error,t1,boundary_case,6,True,False,False,extra_hard,cpfc_model,h000350,t1,dependency_mediated_propagation,syntax_error_t1,candidate,eligible_but_not_selected,True,True,True
case_352,dtest,soccer_1,False,execution_error,none,unverifiable_or_excluded,5,False,False,False,easy,cpfc_model,h000351,none,local_verification_collapse,execution_error_none,excluded,excluded_by_selection_rule,False,False,False
case_353,dtest,concert_singer,False,execution_error,t2,local_verification_collapse,4,False,False,True,extra_hard,cpfc_model,h000352,t0,local_verification_collapse,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_354,dtest,car_1,True,semantic_error,t0,local_verification_collapse,4,True,False,False,hard,cpfc_model,h000353,t2,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,True
case_355,dtest,flight_2,True,syntax_error,t0,boundary_case,6,False,False,False,easy,cpfc_model,h000354,t0,boundary_case,none,candidate,eligible_but_not_selected,False,True,False
case_356,dtest,employee_hire_evaluation,True,none,t2,burst_associated_degradation,4,False,False,False,extra_hard,cpfc_model,h000355,t2,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_357,dtest,hospital,False,syntax_error,t0,boundary_case,5,False,False,False,medium,cpfc_model,h000356,t0,boundary_case,syntax_error_t0,selected,selected_for_pair_demonstration,True,True,False
case_358,dtest,store_1,True,execution_error,t2,local_verification_collapse,5,False,False,False,easy,cpfc_model,h000357,t2,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,False
case_359,dtest,course_teach,False,other,uncertain,boundary_case,3,False,False,False,extra_hard,cpfc_model,h000358,uncertain,dependency_mediated_propagation,other_uncertain,candidate,eligible_but_not_selected,True,False,False
case_360,dtest,flight_2,False,other,t2,local_verification_collapse,3,False,False,False,hard,cpfc_model,h000359,t1,local_verification_collapse,other_t2,candidate,eligible_but_not_selected,True,True,False
case_361,dtest,employee_hire_evaluation,True,semantic_error,t1,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000360,t0,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_362,dtest,store_1,False,other,t2,local_verification_collapse,3,False,False,True,easy,cpfc_model,h000361,t0,local_verification_collapse,other_t2,candidate,eligible_but_not_selected,True,True,False
case_363,dtest,store_1,True,syntax_error,t1,boundary_case,4,False,False,False,medium,cpfc_model,h000362,t0,boundary_case,none,candidate,eligible_but_not_selected,False,True,False
case_364,dtest,world_1,False,syntax_error,t1,burst_associated_degradation,6,False,False,False,hard,cpfc_model,h000363,t2,burst_associated_degradation,syntax_error_t1,candidate,eligible_but_not_selected,True,True,False
case_365,dtest,employee_hire_evaluation,True,timeout,uncertain,dependency_mediated_propagation,4,False,False,False,medium,cpfc_model,h000364,uncertain,dependency_mediated_propagation,none,excluded,excluded_by_selection_rule,False,False,False
case_366,dtest,concert_singer,False,semantic_error,t1,dependency_mediated_propagation,5,False,False,False,medium,cpfc_model,h000365,t1,dependency_mediated_propagation,semantic_error_t1,selected,selected_for_pair_demonstration,True,True,False
case_367,dtest,customer_complaints,True,semantic_error,uncertain,unverifiable_or_excluded,4,False,False,False,easy,cpfc_model,h000366,uncertain,dependency_mediated_propagation,none,excluded,excluded_by_selection_rule,False,False,False
case_368,dtest,soccer_1,False,execution_error,uncertain,dependency_mediated_propagation,4,False,False,True,easy,cpfc_model,h000367,uncertain,dependency_mediated_propagation,execution_error_uncertain,selected,selected_for_pair_demonstration,True,False,False
case_369,dtest,soccer_1,False,semantic_error,t0,boundary_case,3,False,False,False,extra_hard,cpfc_model,h000368,t0,boundary_case,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
